Date,Close
2021-04-20,37.1496696472168
2021-04-21,37.77403259277344
2021-04-22,37.42282485961914
2021-04-23,38.22279357910156
2021-04-26,38.44717788696289
2021-04-27,38.90569305419922
2021-04-28,39.052024841308594
2021-04-29,40.10564041137695
2021-04-30,39.53981018066406
2021-05-03,39.56907653808594
2021-05-04,39.998329162597656
2021-05-05,40.37879943847656
2021-05-06,40.98365783691406
2021-05-07,41.149497985839844
2021-05-10,41.022674560546875
2021-05-11,40.55440139770508
2021-05-12,40.17393112182617
2021-05-13,40.817806243896484
2021-05-14,41.32509994506836
2021-05-17,41.69581985473633
2021-05-18,41.12998962402344
2021-05-19,40.94463348388672
2021-05-20,40.84707260131836
2021-05-21,41.364131927490234
2021-05-24,41.58850860595703
2021-05-25,40.98365783691406
2021-05-26,41.012916564941406
2021-05-27,41.510459899902344
2021-05-28,41.3543701171875
2021-06-01,41.87141799926758
2021-06-02,41.89093017578125
2021-06-03,42.370975494384766
2021-06-04,42.390567779541016
2021-06-07,42.243614196777344
2021-06-08,42.00849151611328
2021-06-09,41.459877014160156
2021-06-10,40.84267807006836
2021-06-11,41.00922393798828
2021-06-14,40.519386291503906
2021-06-15,40.54877471923828
2021-06-16,40.77410125732422
2021-06-17,38.9910888671875
2021-06-18,37.991825103759766
2021-06-21,38.942108154296875
2021-06-22,39.15764236450195
2021-06-23,39.382965087890625
2021-06-24,40.000160217285156
2021-06-25,40.77410125732422
2021-06-28,40.71532440185547
2021-06-29,40.058937072753906
2021-06-30,40.392024993896484
2021-07-01,40.69572448730469
2021-07-02,40.313655853271484
2021-07-06,39.2556037902832
2021-07-07,38.942108154296875
2021-07-08,37.991825103759766
2021-07-09,39.226219177246094
2021-07-12,39.804222106933594
2021-07-13,39.04987335205078
2021-07-14,38.070194244384766
2021-07-15,38.040809631347656
2021-07-16,37.1493034362793
2021-07-19,36.179420471191406
2021-07-20,36.923973083496094
2021-07-21,37.67832946777344
2021-07-22,37.18849182128906
2021-07-23,36.93377685546875
2021-07-26,37.35503387451172
2021-07-27,37.20808029174805
2021-07-28,37.35503387451172
2021-07-29,37.893856048583984
2021-07-30,37.58035659790039
2021-08-02,37.18849182128906
2021-08-03,37.76649856567383
2021-08-04,37.4921875
2021-08-05,38.22694396972656
2021-08-06,39.333984375
2021-08-09,39.84341049194336
2021-08-10,40.58796310424805
2021-08-11,41.09739685058594
2021-08-12,41.293331146240234
2021-08-13,40.78390121459961
2021-08-16,40.450809478759766
2021-08-17,40.2548713684082
2021-08-18,39.960968017578125
2021-08-19,39.373165130615234
2021-08-20,39.549503326416016
2021-08-23,40.07853317260742
2021-08-24,40.63694381713867
2021-08-25,41.293331146240234
2021-08-26,41.18556213378906
2021-08-27,41.62641906738281
2021-08-30,40.813289642333984
2021-08-31,40.901458740234375
2021-09-01,40.352840423583984
2021-09-02,40.39223098754883
2021-09-03,40.42176818847656
2021-09-07,40.68763732910156
2021-09-08,40.15589904785156
2021-09-09,40.30360412597656
2021-09-10,39.653709411621094
2021-09-13,40.313453674316406
2021-09-14,39.230289459228516
2021-09-15,39.52569580078125
2021-09-16,39.830955505371094
2021-09-17,39.88018798828125
2021-09-20,38.51145935058594
2021-09-21,38.53115463256836
2021-09-22,39.52569580078125
2021-09-23,41.05197525024414
2021-09-24,41.49509048461914
2021-09-27,42.59794616699219
2021-09-28,42.499481201171875
2021-09-29,42.410858154296875
2021-09-30,41.80034255981445
2021-10-01,42.42070388793945
2021-10-04,42.67672348022461
2021-10-05,43.54325866699219
2021-10-06,43.56295394897461
2021-10-07,43.444786071777344
2021-10-08,43.66141891479492
2021-10-11,43.109989166259766
2021-10-12,42.87366485595703
2021-10-13,42.47978591918945
2021-10-14,44.380245208740234
2021-10-15,45.66035079956055
2021-10-18,45.57172775268555
2021-10-19,45.76866912841797
2021-10-20,46.36933517456055
2021-10-21,46.113311767578125
2021-10-22,46.84198760986328
2021-10-25,46.78290557861328
2021-10-26,47.226016998291016
2021-10-27,46.32010269165039
2021-10-28,47.04877471923828
2021-10-29,47.04877471923828
2021-11-01,47.11770248413086
2021-11-02,47.14724349975586
2021-11-03,47.62974548339844
2021-11-04,46.60566329956055
2021-11-05,46.25117111206055
2021-11-08,46.615509033203125
2021-11-09,46.16255187988281
2021-11-10,46.5071907043457
2021-11-11,46.763214111328125
2021-11-12,46.19208908081055
2021-11-15,46.3299446105957
2021-11-16,46.35948944091797
2021-11-17,45.7982063293457
2021-11-18,45.611122131347656
2021-11-19,44.705196380615234
2021-11-22,45.57172775268555
2021-11-23,46.7730598449707
2021-11-24,46.90107345581055
2021-11-26,45.05968475341797
2021-11-29,44.89228820800781
2021-11-30,43.789432525634766
2021-12-01,43.16907501220703
2021-12-02,44.4157600402832
2021-12-03,43.40653610229492
2021-12-06,43.68357849121094
2021-12-07,44.2376594543457
2021-12-08,43.69347381591797
2021-12-09,44.019989013671875
2021-12-10,44.04966735839844
2021-12-13,43.11960220336914
2021-12-14,43.66379165649414
2021-12-15,43.47579574584961
2021-12-16,44.52459716796875
2021-12-17,43.41643142700195
2021-12-20,42.704036712646484
2021-12-21,43.72315216064453
2021-12-22,43.81220626831055
2021-12-23,43.95072555541992
2021-12-27,44.168399810791016
2021-12-28,44.22776794433594
2021-12-29,44.15850830078125
2021-12-30,44.05956268310547
2021-12-31,44.019989013671875
2022-01-03,45.69213104248047
2022-01-04,47.48301315307617
2022-01-05,46.68156814575195
2022-01-06,47.62153244018555
2022-01-07,48.66044235229492
2022-01-10,48.413082122802734
2022-01-11,48.690120697021484
2022-01-12,48.34382247924805
2022-01-13,48.244873046875
2022-01-14,47.40385818481445
2022-01-18,45.77128601074219
2022-01-19,45.94938659667969
2022-01-20,45.26667785644531
2022-01-21,44.44544219970703
2022-01-24,44.079349517822266
2022-01-25,44.95005798339844
2022-01-26,45.41509246826172
2022-01-27,44.9896354675293
2022-01-28,45.385406494140625
2022-01-31,45.65255355834961
2022-02-01,46.4441032409668
2022-02-02,46.39463424682617
2022-02-03,45.939491271972656
2022-02-04,47.76994705200195
2022-02-07,47.99751281738281
2022-02-08,48.85832977294922
2022-02-09,48.75938034057617
2022-02-10,48.53181076049805
2022-02-11,47.41374969482422
2022-02-14,46.91903305053711
2022-02-15,47.285125732421875
2022-02-16,47.17628479003906
2022-02-17,45.58329391479492
2022-02-18,45.474456787109375
2022-02-22,45.07868576049805
2022-02-23,44.306922912597656
2022-02-24,43.13938903808594
2022-02-25,44.54438781738281
2022-02-28,43.73305130004883
2022-03-01,42.02132797241211
2022-03-02,42.704036712646484
2022-03-03,42.246673583984375
2022-03-04,40.71548843383789
2022-03-07,38.12043762207031
2022-03-08,38.36900329589844
2022-03-09,40.80497360229492
2022-03-10,40.43709182739258
2022-03-11,40.09904098510742
2022-03-14,40.96405792236328
2022-03-15,41.2623405456543
2022-03-16,42.554893493652344
2022-03-17,42.78357696533203
2022-03-18,42.65432357788086
2022-03-21,42.59466552734375
2022-03-22,43.9269905090332
2022-03-23,42.84323501586914
2022-03-24,42.82334899902344
2022-03-25,43.47956848144531
2022-03-28,43.30059814453125
2022-03-29,43.191226959228516
2022-03-30,42.75374984741211
2022-03-31,40.983943939208984
2022-04-01,40.66577911376953
2022-04-04,40.5961799621582
2022-04-05,39.910125732421875
2022-04-06,39.47264862060547
2022-04-07,39.16442108154297
2022-04-08,39.44281768798828
2022-04-11,39.363277435302734
2022-04-12,38.945682525634766
2022-04-13,38.597686767578125
2022-04-14,37.3548469543457
2022-04-18,38.62751388549805
2022-04-19,39.34339141845703
2022-04-20,39.43287658691406
2022-04-21,38.687171936035156
2022-04-22,37.344905853271484
2022-04-25,37.07645034790039
2022-04-26,36.24126052856445
2022-04-27,36.04240417480469
2022-04-28,36.59920120239258
2022-04-29,35.475669860839844
2022-05-02,35.93303298950195
2022-05-03,36.91736602783203
2022-05-04,38.39883041381836
2022-05-05,37.32501983642578
2022-05-06,37.23553466796875
2022-05-09,36.16171646118164
2022-05-10,35.55521011352539
2022-05-11,35.36629867553711
2022-05-12,34.869163513183594
2022-05-13,34.968589782714844
2022-05-16,34.610652923583984
2022-05-17,35.783897399902344
2022-05-18,34.68025207519531
2022-05-19,34.25271224975586
2022-05-20,33.66609191894531
2022-05-23,35.664581298828125
2022-05-24,35.44584274291992
2022-05-25,35.6347541809082
2022-05-26,36.459999084472656
2022-05-27,36.8079948425293
2022-05-31,36.98696517944336
2022-06-01,36.459999084472656
2022-06-02,36.70000076293945
2022-06-03,36.189998626708984
2022-06-06,36.150001525878906
2022-06-07,36.349998474121094
2022-06-08,35.88999938964844
2022-06-09,34.5099983215332
2022-06-10,33.16999816894531
2022-06-13,32.02000045776367
2022-06-14,31.459999084472656
2022-06-15,32.04999923706055
2022-06-16,31.850000381469727
2022-06-17,31.920000076293945
2022-06-21,32.849998474121094
2022-06-22,32.599998474121094
2022-06-23,32.08000183105469
2022-06-24,32.310001373291016
2022-06-27,32.349998474121094
2022-06-28,32.2599983215332
2022-06-29,31.860000610351562
2022-06-30,31.1299991607666
2022-07-01,31.559999465942383
2022-07-05,31.239999771118164
2022-07-06,30.979999542236328
2022-07-07,31.860000610351562
2022-07-08,31.790000915527344
