Date,Close
2021-01-04,29.15154457092285
2021-01-05,29.37481689453125
2021-01-06,31.20952796936035
2021-01-07,31.898759841918945
2021-01-08,31.57840919494629
2021-01-11,32.10261535644531
2021-01-12,32.675357818603516
2021-01-13,32.48120880126953
2021-01-14,32.99570846557617
2021-01-15,32.044368743896484
2021-01-19,31.8113956451416
2021-01-20,31.39396858215332
2021-01-21,30.840646743774414
2021-01-22,30.627079010009766
2021-01-25,30.248489379882812
2021-01-26,30.03492546081543
2021-01-27,28.957395553588867
2021-01-28,29.433059692382812
2021-01-29,28.78265953063965
2021-02-01,29.083589553833008
2021-02-02,30.12229347229004
2021-02-03,30.65620231628418
2021-02-04,31.549291610717773
2021-02-05,31.4230899810791
2021-02-08,32.12202835083008
2021-02-09,31.98613166809082
2021-02-10,32.0152473449707
2021-02-11,31.91817283630371
2021-02-12,32.393836975097656
2021-02-16,33.267513275146484
2021-02-17,33.40341567993164
2021-02-18,33.18985366821289
2021-02-19,33.52961730957031
2021-02-22,34.12177276611328
2021-02-23,34.4809455871582
2021-02-24,35.315792083740234
2021-02-25,34.87895202636719
2021-02-26,33.694644927978516
2021-03-01,34.743045806884766
2021-03-02,34.49065399169922
2021-03-03,35.3546142578125
2021-03-04,35.60826873779297
2021-03-05,36.02775955200195
2021-03-08,36.222877502441406
2021-03-09,35.43266296386719
2021-03-10,36.457008361816406
2021-03-11,36.33019256591797
2021-03-12,37.01308822631836
2021-03-15,36.827728271484375
2021-03-16,36.72041702270508
2021-03-17,37.02284240722656
2021-03-18,37.98865509033203
2021-03-19,37.58867645263672
2021-03-22,36.739925384521484
2021-03-23,35.99850082397461
2021-03-24,35.99850082397461
2021-03-25,36.739925384521484
2021-03-26,37.735008239746094
2021-03-29,37.37405014038086
2021-03-30,38.037437438964844
2021-03-31,37.74476623535156
2021-04-01,38.52521514892578
2021-04-05,38.82764434814453
2021-04-06,38.720333099365234
2021-04-07,39.07154083251953
2021-04-08,38.7300910949707
2021-04-09,39.013004302978516
2021-04-12,39.081298828125
2021-04-13,38.359371185302734
2021-04-14,38.90569305419922
2021-04-15,37.793540954589844
2021-04-16,38.19352722167969
2021-04-19,38.213035583496094
